# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
46,4,shelf,noun,선반,The books are on the top shelf.,Could you reach that high shelf for me?,NGSL
46,4,tale,noun,이야기,My mother told us a tale every night.,Do you know this old tale?,NGSL
46,4,bin,noun,쓰레기통,"Throw the paper in the bin, please.",Is the bin under the desk full?,NGSL
46,4,craft,noun,공예,The children learned a new craft at camp.,Making pots is an old craft here.,NGSL
46,4,shell,noun,껍데기,We found a pretty shell on the beach.,This nut has a very hard shell.,NGSL
46,5,jail,noun,감옥,He spent two years in jail.,The old jail is now a museum.,NGSL
46,5,shelter,noun,피난처,We found shelter from the rain.,The city built a shelter for animals.,NGSL
46,5,pipe,noun,파이프,The water pipe broke last night.,Is that pipe made of iron?,NGSL
46,5,magic,noun,마법,The kids believe in magic.,She did magic tricks at the party.,NGSL
46,5,whisper,verb,속삭이다,She whispered something in his ear.,Why are you whispering?,NGSL
46,6,rear,adjective,뒤쪽의,Please use the rear door.,The kids sat in the rear seat.,NGSL
46,6,airline,noun,항공사,Which airline are you flying with?,The airline canceled our flight.,NGSL
46,6,bunch,noun,다발,She gave me a bunch of flowers.,He held a bunch of keys.,NGSL
46,6,greet,verb,인사하다,She greeted us with a warm smile.,Did he greet you at the door?,NGSL
46,6,trick,noun,속임수,He used a trick to win the game.,Was that a trick or a mistake?,NGSL
46,7,paragraph,noun,문단,Read the first paragraph out loud.,How many paragraphs does the essay have?,NGSL
46,7,pro,noun,전문가,He plays golf like a pro.,Is she a pro at tennis?,NGSL
46,7,nowhere,adverb,아무 데도,There was nowhere to sit.,We have nowhere to go tonight.,NGSL
46,7,pray,verb,기도하다,She prays every morning.,Did you pray for good weather?,NGSL
46,7,servant,noun,하인,The servant opened the door for us.,Did the king have many servants?,NGSL
47,1,catalog,noun,상품 목록,She picked a dress from the catalog.,Do you have a new catalog?,NGSL
47,1,stamp,noun,우표,I need a stamp for this letter.,Do you collect old stamps?,NGSL
47,1,envelope,noun,봉투,She put the letter in an envelope.,Do you have a large envelope?,NGSL
47,1,weekly,adjective,매주의,We have a weekly team meeting.,Do you read the weekly magazine?,NGSL
47,1,adventure,noun,모험,The trip was a real adventure.,Are you ready for a new adventure?,NGSL
47,2,fence,noun,울타리,The dog jumped over the fence.,Should we paint the fence white?,NGSL
47,2,quietly,adverb,조용히,Please close the door quietly.,The children sat quietly and read.,NGSL
47,2,nerve,noun,신경,The doctor checked the nerves in my arm.,Does the pain come from a nerve?,NGSL
47,2,hurry,verb,서두르다,"Hurry, or we will miss the bus!",Why are you hurrying so much today?,NGSL
47,2,raw,adjective,날것의,Do not eat raw chicken.,Some people enjoy raw fish.,NGSL
47,3,hook,noun,갈고리,Hang your coat on the hook.,The fish bit the hook quickly.,NGSL
47,3,liquid,noun,액체,Water is a liquid at room temperature.,Keep liquids away from the computer.,NGSL
47,3,slope,noun,비탈,The children ran down the slope.,Is this slope safe for skiing?,NGSL
47,3,vessel,noun,선박,The vessel left the harbor this morning.,How many vessels are in the port?,NGSL
47,3,silly,adjective,바보 같은,That was a silly mistake.,Why are you being so silly?,NGSL
47,4,harbor,noun,항구,The boats returned to the harbor.,Is the harbor far from here?,NGSL
47,4,comedy,noun,코미디,We watched a comedy last night.,Do you prefer comedy or drama?,NGSL
47,4,chase,verb,뒤쫓다,The dog chased the cat up a tree.,Why is he chasing the bus?,NGSL
47,4,lover,noun,연인,The story is about two young lovers.,Were they lovers in the film?,NGSL
47,4,portrait,noun,초상화,She painted a portrait of her mother.,Is this portrait very old?,NGSL
47,5,filter,noun,필터,Change the water filter every month.,Does this camera have a filter?,NGSL
47,5,stranger,noun,낯선 사람,A stranger asked me the way.,Why did you talk to a stranger?,NGSL
47,5,shade,noun,그늘,Let's sit in the shade for a while.,Is there any shade near the beach?,NGSL
47,5,grain,noun,곡물,Rice is a grain that many people eat.,Do birds eat grain in winter?,NGSL
47,5,leap,verb,뛰어오르다,The cat leaped onto the table.,Can you leap over that small wall?,NGSL
47,6,snap,verb,뚝 부러지다,The dry branch snapped in the wind.,Did the stick snap in half?,NGSL
47,6,leather,noun,가죽,He bought a brown leather jacket.,Are these shoes made of leather?,NGSL
47,6,shore,noun,해안,We walked along the shore this morning.,Can you see the boats near the shore?,NGSL
47,6,monthly,adjective,매달의,We have a monthly meeting at work.,How much is the monthly rent?,NGSL
47,6,stir,verb,젓다,Stir the mixture until it is smooth.,Did you stir the rice while cooking?,NGSL
47,7,sigh,verb,한숨 쉬다,She sighed and closed the book.,Why did you sigh just now?,NGSL
47,7,wander,verb,돌아다니다,The cat wanders around the garden.,Did you wander far from home?,NGSL
47,7,gentle,adjective,부드러운,She has a gentle voice.,Be gentle with the baby.,NGSL
47,7,pale,adjective,창백한,You look pale today.,Her face turned pale with fear.,NGSL
47,7,stain,noun,얼룩,There is a stain on my shirt.,How do I remove this coffee stain?,NGSL
48,1,athlete,noun,운동선수,The athlete trains every morning.,Do you want to be an athlete?,NGSL
48,1,website,noun,웹사이트,I found the answer on their website.,Does your company have a website?,NGSL
48,1,fool,noun,바보,Don't be a fool with your money.,He felt like a fool after that.,NGSL
48,1,gently,adverb,부드럽게,She gently closed the door.,Please brush your hair gently.,NGSL
48,1,weird,adjective,이상한,That was a weird dream.,Why is he acting so weird?,NGSL
48,2,darkness,noun,어둠,Cats can see well in darkness.,We walked home in total darkness.,NGSL
48,2,tournament,noun,토너먼트,Our team won the tennis tournament.,When does the golf tournament begin?,NGSL
48,2,fragment,noun,조각,A fragment of glass cut my finger.,She found fragments of an old plate.,NGSL
48,2,listener,noun,듣는 사람,My mother is a good listener.,Many listeners called the radio show.,NGSL
48,2,tender,adjective,연한,The meat was tender and tasty.,Is the chicken tender enough to eat?,NGSL
48,3,cheek,noun,볼,She kissed her son on the cheek.,His cheeks turned red from the cold.,NGSL
48,3,grin,verb,활짝 웃다,He grinned when he saw the cake.,Why are you grinning at me?,NGSL
48,3,alright,adjective,괜찮은,Are you alright after the fall?,"The movie was alright, not great.",NGSL
48,3,lazy,adjective,게으른,My brother is too lazy to cook.,Don't be lazy and clean your room!,NGSL
48,3,hunger,noun,배고픔,Hunger made the children cry.,Many people in the world suffer from hunger.,NGSL
48,4,blog,noun,블로그,I write a blog about cooking.,Her blog has many readers.,NGSL
48,4,thirst,noun,목마름,The cold water took away my thirst.,Does hot weather increase your thirst?,NGSL
48,4,graph,noun,그래프,The graph shows sales over five years.,Can you draw a graph of the data?,NAWL
48,4,pathway,noun,경로,Which pathway leads to the river?,This pathway takes you to the beach.,NAWL
48,4,beam,noun,빛줄기,A beam of light came through the window.,Did you see that bright beam of light?,NAWL
48,5,pulse,noun,맥박,The nurse checked my pulse first.,Is your pulse fast after running?,NAWL
48,5,cone,noun,원뿔,A cone has a circle at the bottom.,Did you draw the cone correctly?,NAWL
48,5,sphere,noun,구체,The earth is almost a perfect sphere.,A ball is shaped like a sphere.,NAWL
48,5,diagram,noun,도표,The teacher drew a diagram on the board.,Can you explain this diagram to me?,NAWL
48,5,tropical,adjective,열대의,Tropical fruit tastes sweet and fresh.,Do you like tropical weather?,NAWL
48,6,organ,noun,신체 기관,The heart is an important organ.,Which organ cleans the blood?,NAWL
48,6,outer,adjective,바깥쪽의,The outer wall is made of stone.,Is the outer layer very thick?,NAWL
48,6,partition,noun,칸막이,A partition divides the office into two.,Can we put a partition here?,NAWL
48,6,injection,noun,주사,The nurse gave the baby an injection.,Did the injection hurt much?,NAWL
48,6,composer,noun,작곡가,He is a famous composer of film music.,Which composer wrote this piece?,NAWL
48,7,oxygen,noun,산소,Plants produce oxygen during the day.,Do fish need oxygen to live?,NAWL
48,7,loop,noun,고리,The road forms a loop around the lake.,Tie the rope in a loop.,NAWL
48,7,terminal,noun,터미널,The bus leaves from terminal two.,Which terminal does your flight leave from?,NAWL
48,7,harvest,noun,수확,The harvest was good this year.,Farmers celebrate after the harvest.,NAWL
48,7,cattle,noun,소,The farmer keeps cattle on the hill.,Cattle need plenty of water.,NAWL
49,1,scatter,verb,흩뿌리다,The wind scattered the leaves.,Don't scatter your toys on the floor.,NAWL
49,1,insert,verb,끼워 넣다,Please insert the card into the machine.,Where should I insert this sentence?,NAWL
49,1,lung,noun,폐,Smoking damages your lungs.,Does the patient have a lung problem?,NAWL
49,1,thickness,noun,두께,Measure the thickness of the wood.,What is the thickness of this glass?,NAWL
49,1,liver,noun,간,Alcohol can damage your liver.,Is the liver on the right side?,NAWL
49,2,valve,noun,밸브,The valve controls the flow of water.,Did you close the gas valve?,NAWL
49,2,vein,noun,정맥,The nurse found a vein in my arm.,Blood returns to the heart through veins.,NAWL
49,2,wheat,noun,밀,Farmers grow wheat in this region.,Is this bread made from wheat?,NAWL
49,2,rewrite,verb,다시 쓰다,Please rewrite the first paragraph.,Did you rewrite your essay yesterday?,NAWL
49,2,manual,noun,설명서,Read the manual before using the machine.,Where is the manual for this printer?,NAWL
49,3,sketch,noun,스케치,She drew a quick sketch of the house.,Is this sketch your first design?,NAWL
49,3,strand,noun,가닥,She found a strand of hair.,Each strand of the rope is strong.,NAWL
49,3,workshop,noun,워크숍,We attended a writing workshop last weekend.,Is the workshop open to everyone?,NAWL
49,3,cylinder,noun,원통,The engine has four cylinders.,Is that box shaped like a cylinder?,NAWL
49,3,crystal,noun,결정체,Salt forms small white crystals.,Do you see the crystal in the rock?,NAWL
49,4,stack,noun,더미,A stack of papers sat on the desk.,Can you move that stack of plates?,NAWL
49,4,drift,verb,표류하다,The boat drifted slowly down the river.,Did the clouds drift toward the mountains?,NAWL
49,4,fossil,noun,화석,They found a fossil in the rock.,How old is this fossil?,NAWL
49,4,ray,noun,광선,A ray of light came through the window.,Can the sun's rays hurt your skin?,NAWL
49,4,clinic,noun,진료소,I went to the clinic this morning.,Is the clinic open on weekends?,NAWL
49,5,backward,adverb,뒤로,He took a step backward.,Can you walk backward without falling?,NAWL
49,5,rainfall,noun,강우량,The rainfall was heavy this summer.,How much rainfall does this area get?,NAWL
49,5,bundle,noun,묶음,She carried a bundle of old letters.,Can you tie the sticks into a bundle?,NAWL
49,5,cord,noun,끈,She tied the bag with a cord.,Can you cut this cord for me?,NAWL
49,5,horizon,noun,지평선,The sun rose above the horizon.,Can you see the ship on the horizon?,NAWL
49,6,rotate,verb,회전하다,The earth rotates once a day.,Can you rotate the picture to the left?,NAWL
49,6,pole,noun,막대기,The flag hangs on a tall pole.,Can you hold this pole for me?,NAWL
49,6,upward,adverb,위쪽으로,The bird flew upward into the sky.,Prices are moving upward this year.,NAWL
49,6,continent,noun,대륙,Which continent is the largest?,People live on every continent except one.,NAWL
49,6,limb,noun,팔다리,He broke a limb in the accident.,Stretch your limbs before you run.,NAWL
49,7,pest,noun,해충,Pests damaged the crops this summer.,How do farmers control pests?,NAWL
49,7,mechanic,noun,정비사,The mechanic fixed my car quickly.,Is your uncle a mechanic?,NAWL
49,7,fever,noun,열,The child had a high fever last night.,Do you still have a fever?,NAWL
49,7,kidney,noun,콩팥,The kidneys clean the blood in our body.,Can a person live with one kidney?,NAWL
49,7,shallow,adjective,얕은,The water here is very shallow.,Is the river shallow enough to walk across?,NAWL
50,1,ton,noun,톤,The truck carries two tons of sand.,How many tons does the ship weigh?,NAWL
50,1,elastic,adjective,탄력 있는,This band is very elastic.,Elastic material returns to its shape.,NAWL
50,1,machinery,noun,기계류,The factory bought new machinery.,Heavy machinery moved the rocks away.,NAWL
50,1,vitamin,noun,비타민,Fruit has many vitamins.,Which vitamin helps your bones grow?,NAWL
50,1,prey,noun,먹이,The cat watched its prey quietly.,Small birds are prey for cats.,NAWL
50,2,alien,noun,외계인,The movie is about aliens from space.,Do you believe aliens exist?,NAWL
50,2,thread,noun,실,She needs red thread for the shirt.,Do you have any thread at home?,NAWL
50,2,clay,noun,점토,The kids made cups from clay.,Is this bowl made of clay?,NAWL
50,2,dye,verb,염색하다,She dyed her hair red last week.,Can you dye this white shirt blue?,NAWL
50,2,tribe,noun,부족,The tribe lived near the river.,How many tribes live on the island?,NAWL
50,3,damp,adjective,축축한,My shirt is still damp from the rain.,Why is the floor damp this morning?,NAWL
50,3,hip,noun,엉덩이,He hurt his hip when he fell.,Put your hands on your hips.,NAWL
50,3,plantation,noun,대농장,The tea plantation covers many hills.,My uncle works on a coffee plantation.,NAWL
50,3,fabric,noun,천,This fabric feels soft and warm.,Which fabric should we use for curtains?,NAWL
50,3,container,noun,용기,Put the rice in a plastic container.,Is this container safe for hot food?,NAWL
50,4,fungus,noun,곰팡이,A fungus grew on the old bread.,Can this fungus make people sick?,NAWL
50,4,reservoir,noun,저수지,The reservoir supplies water to the city.,Is the reservoir full after the rain?,NAWL
50,4,urine,noun,소변,The doctor tested a sample of urine.,Urine tests can show signs of disease.,NAWL
50,4,afterward,adverb,그 후에,We had dinner and went home afterward.,"Afterward, everyone thanked the speaker.",NAWL
50,4,jazz,noun,재즈,My father loves listening to jazz.,Does this club play jazz on weekends?,NAWL
50,5,yeast,noun,효모,Bread rises because of the yeast.,Add a little yeast to the warm water.,NAWL
50,5,bleed,verb,피가 나다,My finger bled after the small cut.,Is your nose still bleeding?,NAWL
50,5,overhead,adverb,머리 위로,A plane flew overhead during the game.,Dark clouds gathered overhead before the storm.,NAWL
50,5,slot,noun,좁은 구멍,Put the coin in the slot.,The card fits into this slot.,NAWL
50,5,drain,verb,물을 빼다,Drain the water from the pot.,The sink drains slowly now.,NAWL
50,6,outlet,noun,콘센트,Is there an outlet near the desk?,I need an outlet for my computer.,NAWL
50,6,interviewer,noun,면접관,The interviewer asked about my experience.,She smiled at the interviewer.,NAWL
50,6,planner,noun,일정 수첩,I wrote the meeting in my planner.,Her planner is full of notes.,NAWL
50,6,gut,noun,창자,He felt a pain in his gut.,Healthy food keeps your gut strong.,NAWL
50,6,swell,verb,붓다,His knee swelled after the game.,My foot is swollen and hurts.,NAWL
50,7,emperor,noun,황제,The emperor ruled for many years.,The old emperor lived in a castle.,NAWL
50,7,blank,adjective,빈,Leave the last line blank.,She stared at the blank page.,NAWL
50,7,weave,verb,천을 짜다,She weaves beautiful carpets by hand.,Birds weave grass into their nests.,NAWL
50,7,painful,adjective,고통스러운,My tooth is very painful today.,Is your knee still painful?,NAWL
50,7,lab,noun,과학 실험실,The students did an experiment in the lab.,Is the science lab open today?,NAWL
51,1,minus,preposition,~빼기,Ten minus three is seven.,What is twenty minus five?,NAWL
51,1,audio,noun,오디오,The audio on this video is too quiet.,Can you turn up the audio?,NAWL
51,1,difficulty,noun,어려움,She had difficulty reading the small words.,Did you have any difficulty finding the house?,NGSL
51,1,purchase,verb,구입하다,We want to purchase a new car.,Where did you purchase this beautiful table?,NGSL
51,1,announce,verb,발표하다,They will announce the results tomorrow.,When did the company announce the new phone?,NGSL
51,2,unless,conjunction,~하지 않으면,I will not go unless you come.,"Unless it is cold, we will walk.",NGSL
51,2,independent,adjective,독립적인,She is very independent for her age.,Do you want to be more independent?,NGSL
51,2,recommend,verb,추천하다,Can you recommend a good restaurant near here?,My teacher recommended this book to me.,NGSL
51,2,survey,noun,설문 조사,Please fill in this short survey.,How many people answered the survey?,NGSL
51,2,majority,noun,대다수,The majority of students liked the movie.,Did the majority vote for the plan?,NGSL
51,3,request,noun,요청,We received your request this morning.,Can I make a small request?,NGSL
51,3,exchange,noun,교환,The store allows an exchange within one week.,We had a good exchange of ideas.,NGSL
51,3,budget,noun,예산,We have a small budget for food.,What is your budget for the trip?,NGSL
51,3,scene,noun,장면,I love the first scene of the movie.,Which scene did you like most?,NGSL
51,3,content,noun,내용,The content of the book is very useful.,What is the content of this message?,NGSL
51,4,prevent,verb,막다,Clean hands prevent many diseases.,How can we prevent this problem?,NGSL
51,4,effective,adjective,효과적인,This is an effective way to learn.,Was the new plan effective?,NGSL
51,4,correct,adjective,올바른,Is this the correct answer?,All your answers were correct.,NGSL
51,4,medical,adjective,의료의,She needs medical care right now.,Do you have any medical problems?,NGSL
51,4,admit,verb,인정하다,I admit that I was late.,Will you admit you were wrong?,NGSL
51,5,aware,adjective,알고 있는,Are you aware of the problem?,She was not aware of the change.,NGSL
51,5,advice,noun,조언,Thank you for your good advice.,Can you give me some advice?,NGSL
51,5,handle,verb,다루다,She can handle the problem herself.,How do you handle difficult customers?,NGSL
51,5,stress,noun,스트레스,Too much work causes a lot of stress.,How do you deal with stress?,NGSL
51,5,complex,adjective,복잡한,This is a very complex problem.,Why is the system so complex?,NGSL
51,6,directly,adverb,직접,Please talk to her directly.,Does this bus go directly to the city?,NGSL
51,6,remove,verb,제거하다,Please remove your shoes at the door.,Can you remove this from the list?,NGSL
51,6,equipment,noun,장비,We need new equipment for the office.,Is all the equipment ready?,NGSL
51,6,otherwise,adverb,그렇지 않으면,"Leave now, otherwise you will be late.",I was sick; otherwise I would have come.,NGSL
51,6,connection,noun,연결,The phone connection is bad here.,Do we have a good connection now?,NGSL
51,7,highly,adverb,대단히,She is a highly successful writer.,My friends highly recommend this restaurant.,NGSL
51,7,trust,verb,신뢰하다,I trust my best friend completely.,Do you trust this new doctor?,NGSL
51,7,absolutely,adverb,전적으로,You are absolutely right about that.,Are you absolutely sure about the time?,NGSL
51,7,fair,adjective,공정한,The judge made a fair decision.,Is it fair to leave him behind?,NGSL
51,7,additional,adjective,추가의,We need additional time to finish.,Is there an additional cost for this?,NGSL
52,1,responsible,adjective,책임이 있는,Parents are responsible for their children.,Who is responsible for this project?,NGSL
52,1,collection,noun,수집품,He has a large collection of old books.,Can I see your collection of cards?,NGSL
52,1,negative,adjective,부정적인,Try not to be so negative.,Why is he negative about everything?,NGSL
52,1,attitude,noun,태도,She has a positive attitude toward work.,Why has his attitude changed so much?,NGSL
52,1,progress,noun,진전,We made good progress today.,How is your progress on the project?,NGSL
52,2,truth,noun,진실,Please tell me the truth.,The truth is not always easy to hear.,NGSL
52,2,examine,verb,자세히 살펴보다,The doctor examined my arm carefully.,Did you examine the report closely?,NGSL
52,2,politics,noun,정치,We never talk about politics at dinner.,Is she interested in politics?,NGSL
52,2,display,verb,전시하다,The shop displays new clothes in the window.,Are her pictures displayed at the school?,NGSL
52,2,transfer,verb,옮기다,She transferred to a new school last year.,Can you transfer the files to my computer?,NGSL
52,3,slightly,adverb,약간,The room is slightly cold today.,Was she slightly late for class?,NGSL
52,3,overall,adjective,전반적인,The overall cost was quite low.,What was your overall score?,NGSL
52,3,intend,verb,~하려고 하다,I intend to finish the book tonight.,What do you intend to do next?,NGSL
52,3,user,noun,사용자,The program has many new users.,Are you a regular user of this site?,NGSL
52,3,respond,verb,응답하다,He didn't respond to my letter.,How did the students respond to the news?,NGSL
52,4,regular,adjective,규칙적인,Regular exercise is good for your health.,Do you have regular meetings at work?,NGSL
52,4,physical,adjective,신체의,Children need a lot of physical activity.,Is the job hard physical work?,NGSL
52,4,apart,adverb,떨어져,They live far apart from each other.,"Keep the two dogs apart, please.",NGSL
52,4,percentage,noun,백분율,What percentage of students passed the test?,A high percentage of people agreed.,NGSL
52,4,peace,noun,평화,Everyone hopes for peace in the world.,I need some peace after a long day.,NGSL
52,5,crime,noun,범죄,Crime in the city has dropped.,Is it a crime to park here?,NGSL
52,5,decade,noun,10년,He lived here for a decade.,How much has changed in a decade?,NGSL
52,5,launch,verb,출시하다,The company launched a new phone today.,When will they launch the new program?,NGSL
52,5,warn,verb,경고하다,She warned me about the cold weather.,Did anyone warn you about the test?,NGSL
52,5,favor,noun,부탁,Can you do me a favor?,She asked her friend for a favor.,NGSL
52,6,partner,noun,파트너,My business partner works very hard.,Do you have a partner for this game?,NGSL
52,6,eventually,adverb,결국,She eventually found her keys.,"Eventually, everyone went home.",NGSL
52,6,excite,verb,흥분시키다,The big game excited everyone.,Does this news excite you?,NGSL
52,6,importance,noun,중요성,He knows the importance of sleep.,What is the importance of this rule?,NGSL
52,6,distance,noun,거리,The distance to school is short.,What is the distance between them?,NGSL
52,7,mistake,noun,실수,Everyone makes mistakes sometimes.,Was that a big mistake?,NGSL
52,7,satisfy,verb,만족시키다,The answer satisfied the teacher.,Did the result satisfy you?,NGSL
52,7,chief,noun,우두머리,The chief called a meeting today.,Who is the chief of this village?,NGSL
52,7,expert,noun,전문가,She is an expert in music.,Should we ask an expert?,NGSL
52,7,labor,noun,노동,Farm labor is hard work.,How much does labor cost here?,NGSL
53,1,audience,noun,관객,The audience loved the show.,How big was the audience?,NGSL
53,1,global,adjective,전 세계적인,This is a global company.,Global trade is growing fast.,NGSL
53,1,struggle,verb,힘겹게 애쓰다,He struggled to open the door.,Why are you struggling with this?,NGSL
53,1,advertise,verb,광고하다,They advertise on television every day.,Do you advertise your shop in the newspaper?,NGSL
53,1,select,verb,고르다,Please select one answer.,She selected a red dress.,NGSL
53,2,annual,adjective,매년의,The annual meeting is next week.,How much is your annual income?,NGSL
53,2,fully,adverb,완전히,I fully understand your problem.,Is the room fully ready now?,NGSL
53,2,reality,noun,현실,You must face reality now.,Reality is often different from dreams.,NGSL
53,2,conflict,noun,갈등,There is a conflict between the two teams.,How did the conflict start?,NGSL
53,2,entire,adjective,전체의,I read the entire book yesterday.,The entire family came to dinner.,NGSL
53,3,shift,verb,옮기다,She shifted her bag to the other arm.,Can you shift the chair a little?,NGSL
53,3,defense,noun,방어,The team has a strong defense.,Good defense wins games.,NGSL
53,3,spread,verb,퍼지다,The story spread quickly through the town.,How did the news spread so fast?,NGSL
53,3,introduction,noun,소개,The book has a short introduction.,Can you write an introduction for us?,NGSL
53,3,confirm,verb,확인하다,Please confirm your seat by phone.,Did the doctor confirm the date?,NGSL
53,4,senior,adjective,직급이 높은,She is a senior manager here.,Do senior staff get more holidays?,NGSL
53,4,refuse,verb,거절하다,He refused to eat his dinner.,Why did she refuse the offer?,NGSL
53,4,transport,noun,교통수단,The city needs better public transport.,Is transport expensive in your town?,NGSL
53,4,neither,determiner,둘 다 아닌,Neither answer was correct.,I have read neither book yet.,NGSL
53,4,survive,verb,살아남다,The old tree survived the cold weather.,How did they survive without water?,NGSL
53,5,solve,verb,해결하다,We need to solve this problem together.,Who solved the problem first?,NGSL
53,5,background,noun,배경,The picture has a blue background.,What is the background of this story?,NGSL
53,5,improvement,noun,개선,There has been a big improvement.,Did you see any improvement in his work?,NGSL
53,5,reaction,noun,반응,What was her reaction to the news?,His first reaction was to laugh.,NGSL
53,5,mass,noun,덩어리,A large mass of rock fell down.,The dark clouds became one huge mass.,NGSL
53,6,failure,noun,실패,Failure is part of learning.,Was the plan a failure?,NGSL
53,6,schedule,noun,일정,My schedule is full this week.,Can you check the schedule for me?,NGSL
53,6,combine,verb,합치다,Combine the two lists into one.,Can we combine our ideas?,NGSL
53,6,waste,verb,낭비하다,Don't waste your money on that.,Why do we waste so much food?,NGSL
53,6,marriage,noun,결혼,Their marriage lasted forty years.,Is marriage important to you?,NGSL
53,7,colleague,noun,직장 동료,My colleague helped me finish the report.,Are you meeting your colleagues after work?,NGSL
53,7,equal,adjective,동등한,Everyone should have equal rights.,Are the two parts equal in size?,NGSL
53,7,expression,noun,표현,That is a very common expression.,Art is a form of expression.,NGSL
53,7,extremely,adverb,극도로,The test was extremely difficult.,It is extremely hot today.,NGSL
53,7,duty,noun,의무,It is my duty to help them.,Every parent has a duty to their children.,NGSL
54,1,strength,noun,힘,He has the strength to lift it.,Her strength surprised everyone.,NGSL
54,1,cultural,adjective,문화적인,We enjoyed many cultural events there.,Are there cultural differences between the countries?,NGSL
54,1,arrange,verb,마련하다,I will arrange a meeting for tomorrow.,Can you arrange a taxi for us?,NGSL
54,1,payment,noun,지불,The first payment is due next week.,Did you receive my payment?,NGSL
54,1,unfortunately,adverb,안타깝게도,"Unfortunately, the shop was closed.","We missed the train, unfortunately.",NGSL
54,2,brief,adjective,짧은,We had a brief meeting this morning.,"Keep your answer brief, please.",NGSL
54,2,appreciate,verb,고마워하다,I really appreciate your help.,We appreciate everything you did for us.,NGSL
54,2,trend,noun,유행,Short hair is the trend this year.,What is the latest trend in music?,NGSL
54,2,initial,adjective,처음의,My initial idea was very simple.,What was your initial reaction to the news?,NGSL
54,2,pleasure,noun,즐거움,It was a pleasure to meet you.,Reading gives me great pleasure.,NGSL
54,3,suggestion,noun,제안,Thank you for the suggestion.,Do you have any suggestions for dinner?,NGSL
54,3,desire,noun,욕구,She had a strong desire to travel.,His desire for success kept him going.,NGSL
54,3,currently,adverb,현재,She is currently working in another city.,Are you currently looking for a job?,NGSL
54,3,topic,noun,주제,What is the topic of your paper?,Let's talk about a different topic.,NGSL
54,3,attract,verb,끌어들이다,The park attracts many visitors every summer.,What attracted you to this job?,NGSL
54,4,settle,verb,정착하다,They settled in a small town.,Where did your family finally settle?,NGSL
54,4,delay,noun,지연,There was a long delay at the station.,Why is there a delay again?,NGSL
54,4,safety,noun,안전,Safety comes first at work.,Do you worry about your child's safety?,NGSL
54,4,insurance,noun,보험,Do you have car insurance?,Health insurance costs a lot here.,NGSL
54,4,obvious,adjective,분명한,The answer was obvious to everyone.,Isn't it obvious that she is happy?,NGSL
54,5,host,verb,주최하다,Our city will host the games next year.,Who is hosting the party this weekend?,NGSL
54,5,district,noun,구역,This district has many old houses.,Which district do you live in?,NGSL
54,5,spirit,noun,정신,The team played with great spirit.,Her spirit stayed strong after the loss.,NGSL
54,5,actual,adjective,실제의,The actual cost was much higher.,What was the actual reason for the delay?,NGSL
54,5,tradition,noun,전통,Eating together is a family tradition.,Do you follow any old traditions?,NGSL
54,6,hardly,adverb,거의 ~않다,I could hardly hear her voice.,We hardly know our new neighbors.,NGSL
54,6,experiment,noun,실험,We did a science experiment at school.,Did the experiment work well?,NGSL
54,6,possibly,adverb,아마도,It could possibly rain this afternoon.,She is possibly the best singer here.,NGSL
54,6,threat,noun,위협,Smoking is a threat to your health.,Is this animal a threat to people?,NGSL
54,6,impossible,adjective,불가능한,It is impossible to finish today.,Is it impossible to change the date?,NGSL
54,7,active,adjective,활동적인,My father is still very active.,Are you active in any school clubs?,NGSL
54,7,religious,adjective,종교적인,My parents are very religious people.,Is this a religious holiday in your country?,NGSL
54,7,convince,verb,설득하다,I convinced my friend to come.,How did you convince him to sell?,NGSL
54,7,vary,verb,달라지다,Prices vary from store to store.,Does the weather vary much here?,NGSL
54,7,volume,noun,음량,Please turn the volume down a bit.,Can you turn up the volume?,NGSL
55,1,location,noun,위치,The hotel is in a great location.,Can you send me your location?,NGSL
55,1,sum,noun,합계,What is the sum of these numbers?,Add them up and check the sum.,NGSL
55,1,murder,noun,살인,The novel is a murder mystery.,"In the film, the police solve a murder.",NGSL
55,1,monitor,verb,감시하다,The nurse monitored the patient all night.,Do you monitor how much you spend?,NGSL
55,1,shock,noun,충격,The news was a big shock.,Was his answer a shock to you?,NGSL
55,2,usual,adjective,평소의,I took my usual seat by the window.,Is this your usual coffee?,NGSL
55,2,recall,verb,기억해 내다,I can't recall his name.,Do you recall our first meeting?,NGSL
55,2,cycle,noun,순환,Water moves in a natural cycle.,Does the cycle repeat every year?,NGSL
55,2,totally,adverb,완전히,I totally agree with you.,Are you totally sure about that?,NGSL
55,2,freedom,noun,자유,Kids need some freedom to play.,Does money give you more freedom?,NGSL
55,3,construction,noun,건설,The road is under construction.,When did construction of the hotel begin?,NGSL
55,3,dear,adjective,소중한,She is a very dear friend.,Is he a dear friend to you?,NGSL
55,3,historical,adjective,역사적인,This is a historical building.,Do you enjoy historical films?,NGSL
55,3,route,noun,경로,This is the fastest route home.,Which route did you take?,NGSL
55,3,belong,verb,속하다,This bag belongs to my sister.,Do these keys belong to you?,NGSL
